id_municipio,nombre,id_provincia
850,BARRIOS (LOS),13
851,BENALUP-CASAS VIEJAS,13
852,BORNOS,13
853,BOSQUE (EL),13
854,CÁDIZ,13
855,CASTELLAR DE LA FRONTERA,13
856,CHICLANA DE LA FRONTERA,13
857,CHIPIONA,13
858,CONIL DE LA FRONTERA,13
859,ESPERA,13
860,GRAZALEMA,13
861,JEREZ DE LA FRONTERA,13
862,JIMENA DE LA FRONTERA,13
863,LÍNEA DE LA CONCEPCIÓN (LA),13
864,MEDINA-SIDONIA,13
865,OLVERA,13
866,PATERNA DE RIVERA,13
867,PRADO DEL REY,13
868,PUERTO DE SANTA MARÍA (EL),13
869,PUERTO REAL,13
870,ROTA,13
871,SAN FERNANDO,13
872,SAN JOSÉ DEL VALLE,13
873,SAN ROQUE,13
874,SANLÚCAR DE BARRAMEDA,13
875,SETENIL DE LAS BODEGAS,13
876,TARIFA,13
877,TREBUJENA,13
878,UBRIQUE,13
879,VEJER DE LA FRONTERA,13
880,VILLAMARTÍN,13
881,ALFOZ DE LLOREDO,14
882,AMPUERO,14
883,ARENAS DE IGUÑA,14
884,ARNUERO,14
885,ASTILLERO (EL),14
886,BÁRCENA DE CICERO,14
887,CABEZÓN DE LA SAL,14
888,CAMARGO,14
889,CAMPOO DE ENMEDIO,14
890,CARTES,14
891,CASTAÑEDA,14
892,CASTRO-URDIALES,14
893,CILLORIGO DE LIÉBANA,14
894,COLINDRES,14
895,COMILLAS,14
896,CORRALES DE BUELNA (LOS),14
897,CORVERA DE TORANZO,14
898,ENTRAMBASAGUAS,14
899,ESCALANTE,14
900,HAZAS DE CESTO,14
901,LAREDO,14
902,LIENDO,14
903,LIÉRGANES,14
904,MARINA DE CUDEYO,14
905,MEDIO CUDEYO,14
906,MERUELO,14
907,MIENGO,14
908,MOLLEDO,14
909,PENAGOS,14
910,PIÉLAGOS,14
911,POLANCO,14
912,PUENTE VIESGO,14
913,RAMALES DE LA VICTORIA,14
914,REINOSA,14
915,REOCÍN,14
916,RIBAMONTÁN AL MAR,14
917,RIBAMONTÁN AL MONTE,14
918,RIONANSA,14
919,RUENTE,14
920,RUILOBA,14
921,SAN FELICES DE BUELNA,14
922,SAN VICENTE DE LA BARQUERA,14
923,SANTA CRUZ DE BEZANA,14
924,SANTA MARÍA DE CAYÓN,14
925,SANTANDER,14
926,SANTILLANA DEL MAR,14
927,SANTIURDE DE TORANZO,14
928,SANTOÑA,14
929,SOBA,14
930,SOLÓRZANO,14
